graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
24graph_96_96_1000.dimacs;random_2level;dfs;69343;16948.742418200;69253.400000000;288000;0.240463194;27552;9218;0;0;0.000004441;0.000026550;0.000033367;0.000012664;0.658689418;0.236109686;0.240521937;-1;-1;-1;-1
24graph_96_96_1000.dimacs;random_2level;fat;69343;289.149703200;422;999350.124501497;0.000422274;27552;9218;0;0;0.000012434;0.000074332;0.000000569;0.000015962;0.630830469;0.635429224;0.673493224;0.815118062;0.654393475;0.138153757;0.377135934
24graph_96_96_1000.dimacs;random_2level;scaling;69343;83.463401000;1048;999350.124501497;0.001048682;27552;9218;0;0;0.000001445;0.000008640;0.000000164;0.000009572;0.264709852;0.095229576;0.106709759;-1;-1;-1;-1
25graph_98_98_1000.dimacs;random_2level;bfs;72232;3297.549803800;10743;275826684;0.000038948;28714;9606;0.194748206;0.000218107;0.000005345;0.000031954;0.000005978;0.000004794;0.931018535;0.937524976;0.959247047;-1;-1;-1;-1
25graph_98_98_1000.dimacs;random_2level;dfs;72232;18544.943120000;72176;294000;0.245496599;28714;9606;0;0;0.000004474;0.000026748;0.000033617;0.000012719;0.660225367;0.236656939;0.241325107;-1;-1;-1;-1
25graph_98_98_1000.dimacs;random_2level;fat;72232;288.114606400;456;1043205.843318837;0.000437114;28714;9606;0;0;0.000011002;0.000065775;0.000000522;0.000013841;0.644360159;0.648905143;0.687132874;0.821629208;0.667628693;0.144237514;0.393746267
25graph_98_98_1000.dimacs;random_2level;scaling;72232;86.409031000;1056;1043205.843318837;0.001012264;28714;9606;0;0;0.000001425;0.000008518;0.000000157;0.000009845;0.262239628;0.088283669;0.100865300;-1;-1;-1;-1
26graph_100_100_1000.dimacs;random_2level;bfs;73099;3540.406554600;11110;299059800;0.000037150;29900;10002;0.193428094;0.000210401;0.000005329;0.000031860;0.000005919;0.000004767;0.934558165;0.940948219;0.961565693;-1;-1;-1;-1
26graph_100_100_1000.dimacs;random_2level;dfs;73099;19812.255929600;72994.800000000;300000;0.243316000;29900;10002;0;0;0.000004539;0.000027137;0.000033124;0.000012849;0.663181959;0.237787686;0.242314150;-1;-1;-1;-1
26graph_100_100_1000.dimacs;random_2level;fat;73099;268.615633200;444;1088037.257914446;0.000408074;29900;10002;0;0;0.000010117;0.000060487;0.000000449;0.000013719;0.596559517;0.600940221;0.637661876;0.818416497;0.610990865;0.127024767;0.346760414
